--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| DELM       |Y21|2096|F1VB|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904168436|05.01.2026|         1 |          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| R7YE       |201|2929|0777|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904178044|06.01.2026|         1-|          |000003228-1     |XPE0103432               |         |          |        0,92-|
| R7YE       |311|2929|M0UB|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904178042|06.01.2026|         1-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|0777|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904178042|06.01.2026|         1 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| SYL1       |311|2096|F1UB|11.536.474|Anel de carga DN 115mm 300t             |USADO    |USADO     |                  |4904192311|06.01.2026|         1-|          |NF2913637-5774  |XPE0103432 ESTORNO       |         |          |        0,00 |
| SYL1       |201|2096|0777|11.536.474|Anel de carga DN 115mm 300t             |USADO    |USADO     |                  |4904192312|06.01.2026|         1-|          |XPE0103432      |NF2913637-5774 ESTORNO   |         |          |        1,00-|
| SYL1       |311|2096|0777|11.536.474|Anel de carga DN 115mm 300t             |USADO    |USADO     |                  |4904192311|06.01.2026|         1 |          |NF2913637-5774  |XPE0103432 ESTORNO       |         |          |        0,00 |
| F27X       |311|2914|0017|11.545.589|Cabeça d/tração p/ueh (SWL)= 55 ton Diâm|USADO    |USADO     |                  |4904178153|06.01.2026|         2-|          |8024997484      |                         |127915406|          |        0,00 |
| F27X       |311|2914|M077|11.545.589|Cabeça d/tração p/ueh (SWL)= 55 ton Diâm|USADO    |USADO     |                  |4904178153|06.01.2026|         2 |          |8024997484      |                         |127915406|          |        0,00 |
| G2UC       |311|2914|0017|11.553.521|Cab.d/tração 7 1/16" 1 Ksi SWL 200 ton  |USADO    |USADO     |                  |4904178404|06.01.2026|         1-|          |8024997486      |                         |127915406|          |        0,00 |
| G2UC       |311|2914|M077|11.553.521|Cab.d/tração 7 1/16" 1 Ksi SWL 200 ton  |USADO    |USADO     |                  |4904178404|06.01.2026|         1 |          |8024997486      |                         |127915406|          |        0,00 |
| F30B       |Y21|2929|0777|11.560.540|Adesivo anaer. p/vedação bng 250g       |USADO    |USADO     |                  |4904123968|02.01.2026|         1-|          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|11.560.540|Adesivo anaer. p/vedação bng 250g       |USADO    |USADO     |                  |4904123968|02.01.2026|         1 |          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|11.617.596|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904154390|05.01.2026|         1 |          |002934383-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.617.596|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904154390|05.01.2026|         1-|          |002934383-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|11.617.596|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904154087|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,52 |
| R7YE       |311|2096|F1VB|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |4904233473|09.01.2026|         2-|          |2798953/659     |BAVIT BAÇU 70/2025       |         |          |        0,00 |
| R7YE       |311|2096|0777|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |4904233473|09.01.2026|         2 |          |2798953/659     |BAVIT BAÇU 70/2025       |         |          |        0,00 |
| R7YE       |311|2096|F1VB|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |4904233477|09.01.2026|         2-|          |2798953-659     |                         |         |          |        0,00 |
| R7YE       |311|2096|0777|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |4904233477|09.01.2026|         2 |          |2798953-659     |                         |         |          |        0,00 |
| R7YE       |862|2096|0777|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |4904233478|09.01.2026|         2-|4514941145|002935919-1     |                         |         |          |      147,53-|
| R7YE       |862|2929|    |11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|          |                  |4904233478|09.01.2026|         2 |4514941145|002935919-1     |                         |         |          |      147,53 |
| R5HU       |861|2929|M0UB|11.618.806|Cinta elevação carga em poliéster 2t 4,0|CONS/NAC5|CONS/NAC5 |                  |5043336034|09.01.2026|         2 |4514941145|002935919-1     |                         |         |          |        0,00 |
| L1SG       |281|2096|M001|11.624.914|Cinta elevação carga em poliéster 20t 8,|USADO    |USADO     |                  |4904189437|06.01.2026|         3-|          |                |                         |         |1001455154|        1,90-|
| F30B       |Y21|2096|0777|11.635.207|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|11.635.207|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| DELM       |Y21|2096|M0NV|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904238405|09.01.2026|         1 |          |002935983-1     |NFPB:1737-NFNV:24999     |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904238405|09.01.2026|         1-|          |002935983-1     |NFPB:1737-NFNV:24999     |         |          |        0,00 |
| DELM       |202|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904238404|09.01.2026|         1 |          |                |NFPB:1737-NFNV:24999     |         |          |        0,01 |
| DELM       |Y21|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904238030|09.01.2026|         1-|          |002935979-1     |NFPB:2517424-NFNV:24996  |         |          |        0,00 |
| DELM       |Y21|2096|M0NV|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904238030|09.01.2026|         1 |          |002935979-1     |NFPB:2517424-NFNV:24996  |         |          |        0,00 |
| DELM       |202|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904237119|09.01.2026|         1 |          |BANOV 44/23     |NFPB:2517424-NFNV:24996  |         |          |        0,01 |
| DELM       |311|2096|M0NV|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904221908|08.01.2026|         1-|          |                |NF 2661837               |         |          |        0,00 |
| DELM       |311|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904221908|08.01.2026|         1 |          |                |NF 2661837               |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904222312|08.01.2026|         1-|          |002935663-1     |NFPB:2661837-NFNV:24995  |         |          |        0,00 |
| DELM       |Y21|2096|M0NV|11.659.663|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904222312|08.01.2026|         1 |          |002935663-1     |NFPB:2661837-NFNV:24995  |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|11.668.690|Cabeça man. teste p/linha flex API 6A ti|USADO    |USADO     |                  |4904162978|05.01.2026|         2 |          |002934532-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.668.690|Cabeça man. teste p/linha flex API 6A ti|USADO    |USADO     |                  |4904162978|05.01.2026|         2-|          |002934532-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|11.668.690|Cabeça man. teste p/linha flex API 6A ti|USADO    |USADO     |                  |4904162977|05.01.2026|         2 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        2,00 |
| XB5K       |201|2096|F1VB|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904202824|07.01.2026|         1-|          |2886568-879     |BAVIT SKAU 01/2026       |         |          |        0,58-|
| XB5K       |201|2096|F1VB|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904202823|07.01.2026|         1-|          |2886568-879     |BAVIT SKAU 01/2026       |         |          |        0,58-|
| SADRCNFEOUT|Y22|2929|M0UB|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904216793|08.01.2026|         3-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2929|0777|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904216793|08.01.2026|         3 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |202|2929|0777|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904201119|07.01.2026|         3 |          |XPE0109543      |GEM SADI 138/2025        |         |          |        1,78 |
| F30B       |Y21|2929|0777|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904202163|07.01.2026|         3-|          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|11.698.615|Amarra c/m R4 DN elo 76mm x 2,0m        |USADO    |USADO     |                  |4904202163|07.01.2026|         3 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| FFMT       |Y23|2096|M001|11.757.729|Paraf. est. sub. PAZ 1 1/8"-8 x24"      |USADO    |USADO     |                  |4904163870|05.01.2026|         2 |          |135-001         |002831980                |126887944|          |        0,00 |
| FFMT       |Y23|2096|F3OC|11.757.729|Paraf. est. sub. PAZ 1 1/8"-8 x24"      |USADO    |USADO     |                  |4904163870|05.01.2026|         2-|          |135-001         |002831980                |126887944|          |        0,00 |
| DMSD       |Y21|2096|M001|11.757.729|Paraf. est. sub. PAZ 1 1/8"-8 x24"      |USADO    |USADO     |                  |4904168370|05.01.2026|         2-|          |002934575-1     |                         |127917061|          |        0,00 |
| DMSD       |Y21|2096|F3OC|11.757.729|Paraf. est. sub. PAZ 1 1/8"-8 x24"      |USADO    |USADO     |                  |4904168370|05.01.2026|         2 |          |002934575-1     |                         |127917061|          |        0,00 |
| FXUF       |301|2096|M029|11.793.504|Rolete                                  |USADO    |USADO     |                  |4904219791|08.01.2026|         1-|          |                |                         |         |          |        1,00-|
| FXUF       |301|2914|M029|11.793.504|Rolete                                  |USADO    |USADO     |                  |4904219791|08.01.2026|         1 |          |                |                         |         |          |        1,00 |
| F87I       |311|2096|F1UB|11.992.518|Grampo cabo aço pesad NBR11900-4 TN5/8" |CONS/NAC |CONS/NAC  |                  |4904235272|09.01.2026|        24-|          |2675597-1       |BAVIT BAÇU132/24         |         |          |        0,00 |
